	Molecule Type	Target genes	count	z-score	Direction
MAPKAPK2	kinase	CCL11, CCL2, CCL3L3, CD70, CEBPD, CITED2, CXCL10, CXCL8, DDIT3, HDC, HSPA5, HSPB1, HSPB6, HSPB8, ICAM1, IFNB1, IL10, IL13, IL18, IL1B, IL23A, IL4, IL5, IL6, IRF3CITED2, IRF3, LMO4, LTA, MARCO, MKNK1, MMP2, MMP9, MSR1, NFKBIA, NFKBIB, NOS2HDC, NOS2, PLA1A, PLAT, PLAU, RILPL1	41.0	2.6396666666666664	induced
MEF2C	transcription regulator	CKB, CKM, CLSTN2, COL1A1, COL1A2, COL2A1, COL3A1, CPT1B, DES, ECM2, FAP, FRZB, GJA1, GJA5, GNRH1, HSPB7, IBSP, ITGB1BP2, JUN, KCNA5, KCNJ2, KLF2, MEF2A, MEF2C, MEF2D, MMP10, MMP13, MMP27, MYH1, MYH6, MYH7, MYL2, MYL4, MYL7, MYOD1, MYOG, MYOM1, MYOM2, MYOT, MYOZ1, MYOZ2, NFATC2, NPPA, NPPBGJA1, NPPB, PDLIM3, PHKA1, PLA2G2A, PLAGL1, POSTN, PPARA, PPARGC1A, PTH1R, PTPRBLOC102724428/SIK1, PTPRB, RUNX2, RYR2, S100A4, SCN5A, SFRP2, SLC2A4, SLC8A1, SMYD1, SOST, SP7, SRPK3, THEM5, TNNC1, TNNI1, TNNT2, TPM1ABRA, ACE2, ACTA1, ACTC1, ACTN2, ATP2A1, ATP2A2, BDNF, BGLAP, CACNA1C, CALR, CASQ2, CCBE1, LOC102724428/SIK1	84.0	4.573333333333333	induced
MET	kinase	AKT1, AQP3, AREG, ARID5A, ATM, AURKA, AURKB, BMF, CCL3L3, CCND1, CCND2, CDH1, CDK1, CDKN1A, CDKN1B, CITED2, CTSV, DAB2, E2F5, EDN1, FBXO32, FGL2, FN1, FOS, GCLC, HBEGF, HDC, HGF, HLX, IFIT1B, IFNB1, IL15, IL15RA, IL18, IL6, INHBA, JUNCITED2, JUN, KLF4, LTA, MAD1L1, MAD2L1, MDM2, MERTK, MMP13, MMP2, MUC1, MYC, MYOD1, MYOG, NANOG, NFKBIZ, NOX4, NPHS1, NREPLTA, NREP, PLK1, PLK2, POU5F1, PTGS2, RILPL1, RUNX1, SH3BP5, SLA, SLCO3A1, SOCS3, SOD1, SOD2, SOX2, SPP1, TCHP, TGFA, TGFB1, TGIF1, TLR3, TNFSF8	76.0	4.163333333333333	induced
MIF	cytokine	ACTA2, ATF5, C3AR1, CCL2, CCL3L3, CCL4, CCND1, CD44, CD84, CDC34, CDKN1B, CEBPB, CHST10, COL1A1, COL4A4, CRP, CXCL2, CXCL3, CXCL8, DUSP1, F2R, F2RL1, FASN, FOS, GFI1, GRIN2B, GZMB, HGF, ICAM1, IFNG, IL17A, IL1B, IL2, IL22RA1, IL23A, IL6, ITIH5, JUNCHST10, JUN, MET, MMP1, MMP13, MMP2, MMP3, MMP9, MYCN, NOS2	47.0	4.2385	induced
MITF	transcription regulator	ABCB5, ACAN, ACO2, ACP5, ACSL1, AIM1, ALCAM, ALDH16A1, AMDHD2, APC, APEX2, APOE, APOLD1, ASAH1, ATP1A1, ATP6V1B2, ATP6V1C1, ATRX, AURKB, BCL2, BEST1, BIRC7, BRCA1, C1orf74, CA14, CAPN3, CCNB1, CCNF, CCNG2, CD151, CD44, CDC25B, CDCA3, CDCA8, CDK2, CDK5R1, CDKN2A, CDT1, CENPF, CENPH, CENPM, CENPO, CEP55, CHAF1A, CHKA, CHTF18, CLCN7, CMA1, COL1A1, COL2A1, CREM, CRX, CTSG, CTSK, CXCL8, DAPK1, DCSTAMP, DCT, DIAPH1, DSN1, DSTYK, ECT2, EDNRB, EME1, ESPL1, ESRP1, FAM53B, FANCA, FANCG, FBXO32, FGD4, FMOD, FN1, FOS, FOXD3, FRMD4B, GAPDHS, GCG, GLI1, GM2A, GMPR, GNPTAB, GPM6B, GPNMB, GPR137B, GPRIN1, GREB1, GYG2, GZMB, HAPLN1, HAUS8, HES1, HIF1A, HMBS, HPGD, HPGDS, HPS4, IL6R, INPP4B, IRF4, ITGA3, ITGA4, ITPKB, IVNS1ABP, KAZNCHAF1A, KAZN, KCNN2, KIF20A, KIF4A, KIFC1, KIT, LGALS3, LIG1, LYST, MBP, MC1R, MCM2, MCM4, MCM5, MCM6, MDC1, MDH1, MET, MGAT4B, MGP, MICAL1, MITF, MLANA, MMP14, MMS19, MYL4, NCAPD2, NCAPD3, NDST2, NGFR, NPM3, NR3C1, NUF2C8orf44-SGK3/SGK3, NUF2, ORC6, OSCAR, OSTM1, OTX2, PAX6, PHACTR1, PIAS4, PIF1, PIR, PLA1A, PLK1, PMEL, POLD1, POLE2, POLM, POU3F2, POU5F1, PPM1H, PPP2CA, PRF1, PSEN2, PSMC3IP, QDPR, RAB27A, RAD51D, RECQL4, RFC5, RHOQ, RMI1, RPA3, RRAGD, SCARB1, SDC1, SEMA3C, SEMA6A, SERPINE1, SERPINF1, SIX3, SLC14A1, SLC19A2, SLC45A2, SLC7A8, SNAI1, SNW1, SORT1, SOX10, SOX13, SOX5, SOX6, SOX9, SPAG5, SPC24, SPC25, ST3GAL6, STX7, STXBP1, T, TACC3, TBC1D16, TBX2, TDG, TDRD7, TERT, TFAP2A, TMC6, TMCC2, TMEM251, TNFRSF14, TPH1C8orf44-SGK3/SGK3, TPH1, TPSAB1/TPSB2, TPX2, TRPM1, TXNIP, TYR, TYRP1, UBE2C, UBL3, UIMC1, UPP1, USP48, UVRAG, VAT1, VSX2, XRCC3, YAP1, ZFYVE16, ZNF114ABCB5, C8orf44-SGK3/SGK3	228.0	8.006499999999999	induced
MKL2	transcription regulator	ACTA1, ACTB, BCL2L1, CAMP, CBFB, CCL5, CD151, CD177, CEBPE, CLDN15, CMA1, CNN2, CPA3, CTSG, CXCL6, CXCR4, CYBA, DHCR24, DMKN, DNAJB4, ELANE, EPX, ETV6, EYA2, F2R, FADS2, FCN1, FLI1, FLNA, G0S2, GFI1, GP1BA, GP6, GSTM5, HLA-A, ITGA6, ITGB1CLDN15, ITGB1, LCN2, LILRB4, LTF, MAFK, MAPK13, MGST2, MOGAT2, MPL, MS4A3, MYH9	48.0	-2.7435	repressed
MKNK1	kinase	CP, CPLX2, CRMP1, CYR61, DCTN1, DPYSL3, EEF1D, EPB41L2, ETS1, FAM49A, FLNA, FLNB, FOS, FOSB, GAP43, GNAI1, GNAO1, GNAQ, GPC4, GPS1, HADHA, HSD17B4, HSPA2, HSPA4L, IFIT2, IFRD1, ISG15, KIF1B, KIF21B, KIF5A, KLC1, KLF13, LAMB2, LAMC1, LCN2, MAN2A1, MAP1B, MAPK1, MAPK8IP3, MAPT, MYC, MYO5A, MYO6, NCDN, NELL2, NR4A3, NRXN1GAP43, NRXN1, PAFAH1B1, PCDH8, PDLIM5, PLTP, PLXNB2, PREP, PRKAR1B, PTBP1, RAB14, RAB3A, RNH1	59.0	6.7444999999999995	induced
MTOR	kinase	ACACA, ACADL, ACADM, ACLY, ACOX1, ADM, AIFM1, AKAP13, AKR1A1, AKR1B1, AR, ARL4C, ARNT, ATG12, ATG7, ATP2A2, ATP2B1, ATP5F1, AVIL, BCL2, BCL2L1, BCL2L11, BIRC5, BNIP3, CAB39L, CACTIN, CASP1, CASP3, CASP8, CASP9, CCND1, CCNE1, CCR7, CD274, CD40, CD86, CDH1, CDKN1A, CEBPA, CEBPB, CEBPD, CFLAR, CHKA, CITED2, CLTC, CNP, COX4I1, CPT1B, CPT2, CRADD, CS, CTCF, CTNND1, CXCR4, PGP, PGR, PGRMC1, PIAS1, PIM2, PIP5K1C, PKM, PLP1, PPARA, PPARD, PPARG, PPARGC1B, PPIB, PPP2CA, PRDX5, PRKAR1A, PRKAR2A, PRKAR2B, PRKCZ, PRX, PSMB5, PTBP1, PTEN, PTPN6, PYGB, RAB11B, RAB4A, RAP1GDS1, RBM5, RHEB, RHOA, RORC, RPL12, RPL32, RPS11, RPS18, RXRB, S1PR1, SEC22B, SELL, SERPINA1, SERPINB1, SKP2, SLC12A2, SLC16A3, SLC2A1, SLC8A2, SMPD1, SNAI2, SNCG, SND1, SOCS3, SOD1, SRC, SRPX, ST6GAL1, STAT1, STAT3, STX12	113.0	0.0	
MTPN	transcription regulator	AHSG, ANXA1, APOD, BAX, BCL2, BCL2A1, BCL2L1, BCL2L2, BNIP3, CASP3, CASP7, CASP8, CASP9, CASQ1, CCNA2, CCNB1, CCNB2, CCNC, CCND1, CCND2, CCND3, CDK1, CEBPA, COL1A1, COL1A2, COL8A1, CP, DBH, DDC, EDN1, ENG, FADD, FAS, FBLN1, FN1, FOS, GAS6, H6PD, IFNG, IGF1, IL6, JUNAHSG, SLMAP, SOX2, SPARC, SPP1, TAGLN, TCF21, TGFB1, TGFB2, TGFB3, TH, TNF, TNFRSF1A, TNFSF10, TUBA1A, VCAM1AHSG, PLAT, RELA, S100A10, S100A6, S100A8, SERPINE1	63.0	6.412999999999999	induced
MYB	transcription regulator	ANPEP, ATP2B1, AURKC, BAX, BCL2, BCL2L1, BIRC3, BIRC5, BRCA1, CASP6, CBX4, CCNA1, CCNB1, CCNE1, CD34, CD4, CDH1, CDK1, CDKN2B, CELA2A, CLTA, COL1A2, COPA, CXCL12, CXCR4, DHRS2, ELANE, ERBB2IP, FN1, FOXJ1, FUT8, GATA3, GSTM1, HAND2, HSPA5, HSPA8, IGF1, IGF1R, IGF2, IGFBP3, IGFBP5, IL13, IL4, IL5, IQGAP1, ITPR1, JUNCLTA, JUN, KDR, KIT, KITLG, KLF4, MAD1L1, MAT2A, MMP1, MMP3, MTSS1, MYB, MYC, NMU, NRASFUT8, NRAS, PAX6, PCNA, POLA1, PPP3CA, PRTN3, PTCRA, PTGS2, RAG1, RAG2, RBL1ANPEP, RBL1, SLC1A5, SLC25A3, SNAI2, SOX2, SPHK1, SPP1	79.0	4.413	induced
MYC	transcription regulator	ABCE1, ACACA, ACAN, ACAT1, ACOT12, ACSL4, ACSS1, ACTA1, ACTB, ACTN1, ACTN4, ACVR1, ACVR2A, ADAMTS1, ADARB1, ADD1, ADIPOR1, ADK, ADM, AEBP2, AFP, AHCY, AIMP2, AK2, AKAP1, AKAP12, AKT1, ALB, ALCAM, ALDH18A1, ALDOA, AMD1, ANGPT1, ANGPT2, ANKRD17, ANXA4, ANXA5, ANXA6, APCDD1, APEX1, APP, AQP1, AR, ARAF, ARF3, ARG1, ARHGAP22, ARHGAP25, ARHGEF7, ARL6IP1, ASCL1, ASNS, ASPRV1, ASS1, ATAD3A, ATAD3B, ATF4, ATP13A2, ATPIF1, AURKB, AXIN1, B4GALT7, BAG1, BAX, BBC3, BCAT1, BCKDHB, BCL2, BCL2A1, BCL2L1, BCL6, BCOR, BDNF, BIN1, BIRC2, BIRC5, BMI1, BMPER, BMPR1A, BOP1, BRCA1, BRD2, BUB1, BUB1B, C12orf49, C1QBP, C9orf3, CAD, CANX, CAPN2, CAPNS1, CAPZB, CASP1, CASP10, CASP3, CASP8, CASP9, CAST, CAV1, CCNA2, CCNB1, CCNB2, CCND1, CCND2, CCND3, CCNE1, CCNE2, CCNG2, CCT3, CD151, CD19, CD274, CD44, CD47, CD48, CD69, CD86, CD9, CDC20, CDC25A, CDC25B, CDC25C, CDC34, CDCA7, CDH1, CDH2, CDK1, CDK11B, CDK2, CDK4, CDK6, CDK7, CDKN1A, CDKN1B, CDKN2A, CDKN2B, CDX2, CEBPA, CEBPD, CEBPE, CFLAR, CGB (includes others), CHEK1, CHKA, CHP1, CHRNB1, CHST15, CIDEC, CITED1, CKS2, CLDN7, CLEC3B, CLIC4, CLPB, CLU, CLUH, CNBP, CNFN, CNP, CNTNAP2, COBLL1, COL14A1, COL15A1, COL1A1, COL1A2, COL2A1, COL3A1, COL4A1, COL4A2, COL5A1, COL5A2, COL6A3, COL8A1, COX5B, COX6A1, COX6B1, COX7A2L, CPD, CPT1A, CPT2, CRABP2, CRIP1, CRYAB, CSDE1, CSPG4, CSRP2, CST6, CSTB, CTBS, CTNNA1, CTNNB1, CTSB, CTSD, CTSV, CUL1, CXCL10, CXCL8, CYCS, CYFIP2, CYP26A1, CYTH2, DBI, DBN1, DCTPP1, DDB2, DDIT3, DDIT4, DDX11, DDX18, DDX21, DDX39B, DDX3X, DDX5, DDX54, DFFB, DHFR, DKC1, DKK1, DLX3, DNMT1, DNPH1, DNTT, DROSHA, DSP, DUSP1, DUSP2, DUSP4, DUSP5, DUSP6, DUSP7, E2F1, E2F2, E2F3, EBF1, EBI3, ECM1, ECSIT, EDN1, EED, EEF2, EFEMP1, EFTUD2, EGLN1, EGR1, EGR2, EIF2B1, EIF2B3, EIF2B4, EIF2S1, EIF2S2, EIF3D, EIF3G, EIF4A1, EIF4E, EIF4EBP1, EIF4G1, ELANE, ELAVL1, EMP1, EMX2, ENO1, EOMES, EPCAM, EPHA2, ERAP1, ERBB2, EVPL, EVX1, EXOSC7, EXOSC8, EXT2, EZH1, EZH2, F2, F2R, F3, FABP1, FABP2, FABP4, FABP5, FADS2, FAM129A, FAM96A, FAP, FARP1, FAS, FASLG, FASN, FBL, FBLN2, FBLN5, FBN1, FBN2, FBXO32, FCGRT, FECH, FGF5, FGFR1, FKBP5, FLNA, FMOD, FN1, FOS, FOSL1, FOXA2, FOXE1, FOXF1, FOXM1, FRZB, FSTL1, FTH1, FUT3, FUT8, FXYD1, G6PC, G6PD, GAA, GABARAP, GADD45A, GADD45B, GADD45G, GAMT, GAPDH, GART, GAS1, GATA4, GATA6, GBP2, GBP3, GBP4, GBX2, GCK, GCLC, GCLM, GCSH, GDF3, GDI1, GDI2, GFER, GFPT1, GGH, GGTLC1, GH1, GIGYF2, GJA1, GLG1, GLS, GLS2, GLUD1, GLUL, GLYR1, GM2A, GNPAT, GOLGA2, GOT1, GOT2, GP1BA, GPC1, GPC3, GPI, GPT, GREB1, GRHL3, GRK4, GRPEL1, GSR, GTF2B, GTF2F2, H2AFZ, H3F3A/H3F3B, HAMP, HAND1, HAPLN1, HAS2, HBE1, HDAC2, HERC5, HES1, HIF1A, HIST2H4A, HIVEP2, HK2, HLA-A, HLA-B, HLA-E, HMGA1, HMOX1, HMOX2, HNRNPA1, HNRNPA2B1, HNRNPAB, HNRNPD, HNRNPH1, HNRNPU, HSD11B2, HSP90AA1, HSPA14, HSPA9, HSPB1, HSPD1, HSPE1, HSPH1, ICAM1, ID1, ID2, ID3, IDH1, IDH2, IER3, IER5, IFI16, IFI35, IFIT1, IGF2BP1, IGK, IGLL1/IGLL5, IKZF1, IL10, IL12B, IL17RB, IL1RAP, IL5RA, IMPA2, IMPACT, ING4, INHBA, INS, IPO7, IQGAP2, IREB2, IRF6, IRF7, IRF9, IRG1, IRS1, IRX3, ITGA3, ITGA6, ITGAL, ITGAM, ITGAX, ITGB1, ITM2B, JARID2, JUNCFLAR, JUN, KDR, KHDC3L, KIF16B, KLF10, KLF4, KLF6, KLK1, KLK14, KLK6, KRAS, KRT14, KRT17, KRT27, KRT6B, KRT7, LAMB2, LAMB3, LAMP1, LAMP2, LDHA, LDHB, LENEP, LEP, LGALS1, LGMN, LHX5, LIMA1, LIMS1, LIN28B, LOR, LOX, LRMP, LRRN1, LSM4, LUM, LXN, LYZ, MAD2L1, MAG, MAN2A1, MAP4, MAP4K1, MAPK3, MAPKAPK5, MAT2A, MAX, MBP, MCL1, MCM5, MCM6, MCM7, MDM2, ME2, METAP1, METAP2, MFAP1, MGAT1, MGP, MGST3, MIF, MINA, MITF, MKI67, MMP7, MMP9, MNT, MOGS, MRC1, MRE11A, MRPL12, MSH2, MSN, MSX2, MTBP, MTF2, MTFR2, MTHFD1, MTHFR, MUC5AC, MYBBP1A, MYBPH, MYC, MYCN, MYCT1, MYH7, MYL9, MYLPF, MYO1B, MYO1C, NANOG, NAP1L1, NARS, NBN, NCAM1, NCKAP1, NCL, NDEL1, NDRG1, NDRG2, NDUFS4, NF2, NFAT5, NFATC3, NFKBIA, NGF, NME1, NME2, NMI, NOLC1, NOP56, NOP58, NPM1, NPPA, NPY, NRP1, NTF4, NUCB1, NUDC, NUDT21, OAS1, OATFTH1, LOC102724788/PRODH, OAT, ODC1, OLIG1, OPRK1, OTX2, OVOL1, PAICS, PAM, PARP1, PAX2, PAX5, PCDH18, PCK1, PCNA, PDCD4, PDGFRA, PDGFRB, PDK1, PDLIM7, PECAM1, PEG10, PEG3, PERP, PEX19, PFAS, PFKFB1, PFKFB3, PFKL, PFKM, PFKP, PGAM1, PGK1, PHB, PHB2, PHF20, PHF21A, PITX2, PKLR, PKM, PLA1A, PLAU, PLAUR, PLK1, PLP1, PLS3, PLSCR1, PMAIP1, PML, PMP22, PNCK, PNO1, POLD1, POLDIP3, POLR1B, POLR2D, POLR2G, POLR3D, POU4F1, POU5F1, PPARA, PPARD, PPAT, PPIA, PPID, PPL, PPP2CA, PRDM1, PRDX2, PRDX3, PRDX4, PREP, PRKACB, PRMT1, PROM1, PRPH, PSAT1, PSMB8, PTBP1, PTEN, PTMA, PTN, PTPRC, PYCR1, RAB10, RAB40B, RAD51, RANBP1, RARA, RARG, RARRES1, RARS, RB1, RBBP4, RBBP7, RBP1, RCC1, REN, RFFL, RHOA, RHOB, RHPN1, RIN3, ROCK1, ROCK2, RPL10, RPL13, RPL19, RPL21, RPL22, RPL23, RPL26, RPL27, RPL3, RPL30, RPL35, RPL41, RPL5, RPL6, RPL7, RPL7A, RPL9, RPLP1, RPS12, RPS15A, RPS16, RPS18, RPS19, RPS20, RPS23, RPS27, RPS6, RPS7, RPS9ABCE1, RPS9, RRM2, RRM2B, RRP1B, RRS1, RSAD2, RTN2, RUVBL1, RUVBL2, S100A10, S100A6, SARDH, SAT1, SCAMP1, SCAMP5, SCARB1, SCEL, SCPEP1, SDCBP, SEC61A2, SEMA4A, SEPHS2, SERINC3, SERPINA1, SERPINE1, SERPINE2, SERPINH1, SFRP1, SFXN1, SGK1, SHMT1, SHMT2, SKP2, SLC11A1, SLC16A1, SLC16A3, SLC1A5, SLC22A4, SLC25A19, SLC25A5, SLC2A1, SLC2A2, SLC2A3, SLC38A1, SLC3A2, SLC7A5, SMAD1, SMAD4, SMN1/SMN2, SMS, SNRPD1, SNRPD2, SNRPN, SOD2, SOX17, SOX2, SOX5, SOX6, SOX9, SP3, SPARC, SPN, SPP1, SPRR1A, SPRR3, SQRDL, SRD5A1, SRM, SRSF1, SRSF2, ST3GAL1, ST3GAL3, ST3GAL4, STMN1, SUCLA2, SUMO1, SUMO2, SUZ12, SYCP3, T	781.0	7.483999999999999	induced
MYCN	transcription regulator	GAPDH, GATA4, GATA6, GRB2, HDAC2, HK2, HLA-A, HMGA1, HSP90AB1, HSPD1, ID2, IGFBP7, INHBA, ITGA2, ITGA3, ITGB1, JARID2, KDM5B, LDHA, LGALS1, LRRN3, MAGT1, MAP4, MDM2, MMP2, MRC2, MRE11A, MSRB3, MSX2, MTF2, MXI1, MYCN, MYH9, MYL12A, NACA, NBN, NCL, NME1, NME2, NPM1, NUCB1, ODC1, OLIG1, P3H1, PARK2, PDIA4, PDK1, PGRMC2, PHB, PHGDH, POLR2L, PSMA7, PSMB6, PSMB7, PTK2, PTMA, RBBP4, RBBP7, RD3, RFC3, RGS5, RNF11, RPL10, RPL11, RPL12, RPL13, RPL13A, RPL17, RPL18, RPL18A, RPL19, RPL21, RPL22, RPL23, RPL23A, RPL24, RPL26, RPL27, RPL27A, RPL28, RPL29, RPL3, RPL30, RPL31, RPL35, RPL35A, RPL37, RPL37A, RPL38, RPL39, RPL4, RPL41, RPL5, RPL6, RPL7, RPL8, RPL9, RPLP0, RPLP1, RPLP2, RPS12, RPS13, RPS15, RPS16, RPS17, RPS19, RPS2, RPS20, RPS23, RPS24, RPS25, RPS26, RPS27, RPS28, RPS3, RPS3A, RPS4X, RPS5, RPS6, RPS7, RPS8, RPS9LRRN3, RPS9, RUSC2, S100A10, SDC2, SERPINE1, SLC1A2, SLC25A19, SLC2A1, SLC38A2, SLIT3, SORD, SOX17, SPANXC (includes others), SPARC, SUZ12, T, TAGLN, TERT, TGM2, TIMP2, TM6SF1, TMED9, TMEM109, TNFRSF10B, TNFRSF1A, TP53, TPI1, TPM1PGRMC2, TPM1, TUBA1B, TUBB, TUFM, UBE2V2, UCHL1, VIM, WAC, XRCC3, YY1, ZEB2, ZFAND5, ZYXABCC1, ACTB, ACTG1, ACTN4, AEBP2, ALDH1A1, ALDOA, AMOTL2, APEX1, ARPC1B, ATXN2, B2M, BASP1, BAX, BID, BIRC5, BMI1, CAD, CAV1, CCND1, CCND2, CCNG2, CCNH, CCNT1, CDC42, CDH11, CDK7, CDK9, CDKL5, CDKN1A, CDKN1B, CHPF2, CIITA, CITED2, CKAP4, CLU, COL18A1, COL1A1, COL4A1, COL5A2, COL8A1, CRIM1, CTDNEP1, CTGF	206.0	4.700666666666667	induced
MYD88	other	ACPP, ACSL1, AK3, ALDH1A1, ALDH1A2, APCS, APOBEC3B, ARG1, ATF6, ATP6V1E1, BAMBI, BATF, BCL10, BCL3, C3, CASP4, CCL2, CCL3L3, CCL4, CCL5, CCNL2, CCRL2, CD14, CD200, CD200R1, CD274, CD38, CD40, CD44, CD80, CD83, CD86, CEBPD, CFLAR, CH25H, CISH, CLEC10A, CLIC4, CMPK2, CSF2, CSF3, CTSK, CXCL1, CXCL10, CXCL12, CXCL13, CXCL2, CXCL3, CXCL6, CXCL8, CYR61, DAXX, DEFB4A/DEFB4B, DLL4, DNMT3A, DUSP1, EBI3, EDNRB, EGR1, ETS2, FBXO32, FGF10, FOS, FPR1, FPR2, GDF15, GPT, HDC, HIF1A, HLA-A, HMOX1, HP, HSP90AB1, HSPA5, ICAM1, IFIT1B, IFIT2, IFNA1/IFNA13, IFNA10, IFNA14, IFNA16, IFNA17, IFNA2, IFNA21, IFNA4, IFNA5, IFNA6, IFNA7, IFNA8, IFNB1, IFNE, IFNG, IFNK, IFNL1, IFNL3, IFNW1, IGF1, IGFBP5, IKBKE, IL10, IL12A, IL12B, IL13, IL15, IL17A, IL17C, IL17F, IL18, IL1A, IL1B, IL22, IL23A, IL27, IL4, IL5, IL6, INHBA, INPP5D, IRF1, IRF7, IRG1, ISG15, ITGA4, ITGAX, ITGB7, ITPR2, JAG1, JUNCFLAR, JUN, LPAR1, LZTFL1, MAFF, MARCO, MCM2, MEFV, MET, MKI67, MMP10, MMP14, MMP2, MMP7, MMP8, MMP9, MRC1, MSR1, MUC2, MUC5AC, MYC, NFKB1, NFKB2, NFKBIA, NFKBIZ, NOD2, NOS2, NOS3, OASLGDF15, OASL, OLR1, PDE4B, PILRA, PLA2G4A, PLCG1, PSTPIP2, PTGES, PTGS2, REG3A, RELA, RELB	168.0	9.593000000000002	induced
MYOCD	transcription regulator	ACE2, ACTA1, ACTA2, ACTC1, ACTN2, ATP2A2, CACNA1C, CACNA1D, CALD1, CASQ2, CCBE1, CDKN1A, CLSTN2, CNN1, COL1A1, COL1A2, COL2A1, COL3A1, DES, ECM2, FAP, FBXO32, FOS, GATA4, GJA1, GJA5, GJC1, HAND1, HAND2, HCN4, HSPB7, ITGB1BP2CLSTN2, ITGB1BP2, KCNJ3, KCNMB1, LMOD1, LPP, MEF2C, MMP27, MYH11, MYH6, MYH7, MYL2, MYL4, MYL7, MYLK, MYLPF, NFATC2, NPPA, NPPB	50.0	3.235	induced
MYOD1	transcription regulator	ACACA, ACACB, ACHE, ACSL5, ACTA1, ACTA2, ACTC1, ADCY7, ADORA1, AGT, AKT2, ALDOA, ANKRD2, ARID3A, ARNT, ASB2, ASS1, ATP2A1, ATP7A, BCL2, BCL2L1, BCL6, BIN1, BRCA1, CBX5, CCND3, CCNE1, CDH15, CDK2, CDKN1A, CDKN1C, CDO1, CDX2, CHRND, CHRNG, CKM, COL4A1, CRYAB, CTNNB1, DAG1, DAO, DES, DHFR, DMD, DUSP1, DYSF, EIF3E, ENO3, ENPP2, EPHA8, ESR1, ETV4, FNDC5, FOSL1, FSTL1, FYN, GADD45A, GADD45G, GMFG, GRB2, GREM2, GUCA2A, GYS1, HADH, HDAC11, HES6, HIPK3, HSPA4L, HSPB8, ID2, IFI16, IGF1, IGF2, IGFBP5, IGLL1/IGLL5, INPP5K, IRX1, ITGA7, JUNBFYN, JUNB, KIFC3, KLF6, LDB3, LMNB2, MAFB, MAP2K1, MEF2A, MEF2C, MEF2D, MKI67, MMP2, MSC, MUSK, MYBPH, MYCL, MYF5, MYF6, MYH3, MYH4, MYH7, MYL1, MYL4, MYLPF, MYO5B, MYOD1, MYOG, NPTX1, PAX3, PAX7, PDGFA, PFKM, PLEKHO1, PMEPA1, PNMT, PNP, POSTN, PPARGC1A, PRDM16, PRIMA1, PRKACA, PRKAR1A, PRKAR2B, PSMB4, PTK2, RAPSN, RB1, RBM38, RECK, RPL7A, RPS6KA2MAFB, RPS6KA2, RRAS, RUNX1, RYR1, SBK1, SCHIP1, SCN4A, SDC2, SGCA, SH3GLB1, SIX1, SLC12A2, SLC2A1, SLC2A4, SMAD7, SP1, SP7, SPTBN1, SRC, SST, STAM, STAM2, SUSD2, TEAD2, TGFB1, TGFBR3, TJP1, TKT, TNNC1, TNNC2, TNNI1, TNNI2, TNNT1, TNNT2, TNNT3, TNS1, TOP1ACACA	167.0	4.051666666666667	induced
Map3k7	kinase	ALX1, BCL2L1, BHLHE40, BMP4, CCL3L3, CCL4, CCL5, CMPK2, CSF2, CXCL10, CXCL3, EDN1, EGR2, FGF10, FGL2, GAS1, HAS2, HBEGF, ID4, IFIT2, IFNB1, IFNG, IL10, IL15, IL15RA, IL1B, IL6, ISG15, ISG20, JUNCMPK2, JUN, KRT14, LOR, MLLT3, MMP9, NFATC2, NFKBIZ, NGF, NOD2GAS1, NOD2, OSR1, PTGS2, RILPL1	43.0	4.195	induced
Mapk	group	ABCB1, ADA, ADAM12, APLN, APOA1, APOC3, APP, ARC, BCL2, BCL2L1, BDNF, CAT, CCL2, CCND1, CCR9, CDKN1A, CDKN1B, CEBPB, CFLAR, CHRNB4, CLDN4, COL1A1, CTGF, CXCL8, CYBB, DBP, DLG4, EGR1, EP300, ESR1, F3, FBLN1, FOS, FSHB, FURIN, GJA1, GZMB, HGF, HMOX1, HPGD, IFNG, IGF1, IL6, IRAK3, IRS1, ITGA4, ITGB7, JUN, JUNBCFLAR, JUNB, LEP, MMP10, MMP13, MMP7, MMP9, MUC4, MYC, NOS1, NOS2, NOV, NOX1, NPPB, NR3C1, NR4A3ABCB1, PIGR, POU1F1, PPARD, PRF1, PRKCZ, PRL, PTEN, PTGS2, RELA, RUNX2, S100A4, S100A8, SLC6A2, SLC6A3, SNAI1, SNAI2, SNCG, SOD1, SPP1, STAT1	84.0	5.288500000000001	induced
